Grouping,Item_Name,Description,Data_Type,Is_Derived_Item,NCDR_Derivation_Methodology,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Present_In_Tables,Table 1,Table 2,Table 3,Table 4,Table 5,Table 6,Table 7,Table 8,Table 9,Table 10,Table 11,Table 12,Table 13,Table 14,Table 15,Table 16,Table 17,Table 18,Table 19,Table 20,Table 21,Table 22,Table 23,Table 24,Table 25,Table 26,Table 27,Table 28,Table 29,Table 30,Table 31,Table 32,Table 33,Table 34,Table 35,Table 36,Table 37,Table 38,Table 39,Table 40,Table 41,Table 42,Table 43,Table 44,Table 45,Table 46,Table 47,Table 48,Table 49,Table 50,Table 51,Table 52,Table 53,Table 54,Table 55,Table 56,Table 57,Table 58,Table 59,Table 60,Table 61,Table 62,Table 63,Table 64,Table 65,Table 66,Table 67,Table 68,Table 69,Table 70,Table 71,Table 72,Table 73,Table 74,Table 75,Table 76,Table 77,Table 78,Table 79,Table 80,Table 81,Table 82,Table 83,Table 84,Table 85,Table 86,Table 87,Table 88,Table 89,Table 90,Table 91,Table 92,Table 93,Table 94,Table 95,Table 96,Table 97,Table 98,Table 99,Table 100
Values,IC_COUNT_IPT_SESSIONS,The total number of Interpersonal Psychotherapy (IPT) sessions for IAPT within a referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_COUNSELLING_SESSIONS,The total number of counselling sessions for IAPT within a referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_COUPLES_THERAPY_SESSIONS,The total number of couples therapy sessions for IAPT within a referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_DYNAMIC_THERAPY_SESSIONS,The total number of dynamic therapy sessions for IAPT within a referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_OTHER_LI,The total number of other low intensity therapy sessions for IAPT within a referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_OTHER_HI,The total number of other high intensity therapy sessions for IAPT within a referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_NOT_SPECIFIED,The total number of not specified therapy sessions for IAPT within a referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_CCBT_SESSIONS_INYEAR,The total number of Computerised Cognitive Behavioural Therapy (CCBT) sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_PURE_SELF_HELP_SESSIONS_INYEAR,The total number of pure self help (e.g. prescription books) appointments in the referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_GUIDED_SELF_HELP_SESSIONS_INYEAR,The total number of guided self-help sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_PSYCOEDUC_GROUP_SESSIONS_INYEAR,The total number of psychoeducational peer support sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_EMPLOYMENT_SUPPORT_SESSIONS_INYEAR,The total number of employment support sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_BEHAVIOURAL_ACTIVATION_SESSIONS_INYEAR,The total number of behaviour activation sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_CBT_SESSIONS_INYEAR,The total number of Cognitive Behavioural Therapy (CBT) sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_IPT_SESSIONS_INYEAR,The total number of Interpersonal Psychotherapy (IPT) sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_COUNSELLING_SESSIONS_INYEAR,The total number of counselling sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_COUPLES_THERAPY_SESSIONS_INYEAR,The total number of couples therapy sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_DYNAMIC_THERAPY_SESSIONS_INYEAR,The total number of dynamic therapy sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_OTHER_LI_INYEAR,The total number of other low intensity therapy sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_OTHER_HI_INYEAR,The total number of other high intensity therapy sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_NOT_SPECIFIED_INYEAR,The total number of not specified therapy sessions for IAPT within a referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_AM,Indicates the anxiety measure used.,varchar(25),Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_FIRST_AM_SCORE,First anxiety measure score.,decimal,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_LAST_AM_SCORE,Provides the last score for the appropriate anxiety measure.,decimal,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_DISTINCT_THERAPY_TYPES,The total number of different therapy types one person has had in the course of their referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_TREATMENT_appointmentS,The total number of treatment appointments received in the referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_TREATMENT_appointmentS_INYEAR,The total number of treatment appointments received in the referral within the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_appointmentS,The total number of attended appointments of any type in the referral.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COUNT_appointmentS_INYEAR,The total number of appointments of any type in the referral in the year.,int,Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_COMPLETED_TREATMENT_FLAG,Flag indicating treatment has been completed for the referral.,varchar(1),Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_LAST_THERAPY_TYPE,The therapy type recorded for the last treatment appointment.,varchar(50),Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_RECOVERY_FLAG,Flag to indicate whether the referred patient has recovered.,varchar(50),Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_RELIABLE_IMPROV_FLAG,Flag to indicate whether the referral has met the criteria for reliable improvement. Patients are classed as having shown reliable improvement if they show a reliable decrease in their anxiety or depression score between the first and last measurement.,varchar(50),Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,IC_RELIABLE_DETER_FLAG,Flag to indicate whether the referral has met the criteria for reliable deterioration. Patients are classed as having shown reliable deterioration if they show a reliable increase in anxiety or depression score between the first and last measurement.,varchar(50),Yes - External,N/A,http://content.digital.nhs.uk/iapt,NHS Digital - IAPT,Amy Hutton,8/31/17,,,NHSE_IAPT.dbo.IAPT_Referral;NHSE_IAPT.dbo.Referral_v15;NHSE_IAPT_AnnualRefresh.dbo.Referral_1617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_IAPT.dbo.IAPT_Referral,NHSE_IAPT.dbo.Referral_v15,NHSE_IAPT_AnnualRefresh.dbo.Referral_1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
