Database,Schema,Table/View,Table or View,Description,Date_Range,Data Start,Data End,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Release schedule,Provisional Schedule,Updated Frequency,Only Historic
NHSE_Mental_Health,dbo,Master_MHS511_AbsenceWithoutLeave,Table,"Details of each separate period of Mental Health Absence Without Leave for the person under section 18 of the Mental Health Act 1983, as amended by the Mental Health (Patients in the Community) Act 1995.",Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS512_Hosp_Spell_Commissioner,Table,Details of each commissioner assignment for the patient.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS513_SubstanceMisuse,Table,Observation details of evidence of substance misuse by a patient within a ward stay.,Apr 2017 - Ongoing,Apr 2017, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS601_MedPrevHistDiag,Table,The details of any previous diagnoses for a person which are stated by the person or recorded in medical notes. These do not necessarily have to have been diagnosed by the organisation submitting the data.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS603_ProvDiag,Table,The details of a provisional diagnosis recorded for a person made by the service that the person was referred or admitted to.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS604_PrimDiag,Table,The details of the primary diagnosis recorded for the person made by the service that the person was referred or admitted to. This can change during a reporting period.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS605_SecDiag,Table,The details of a secondary diagnosis recorded for a person made by the service that the person was referred or admitted to.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS606_CodedScoreAssessmentRefer,Table,"Details of scored assessments that are issued and completed as part of a referral to a mental health service, but do not take place at a specific contact.",Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS607_CodedScoreAssessmentCont,Table,Details of scored assessments that are issued and completed as part of a specific Care Contact.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS608_AnonSelfAssess,Table,Details of anonymous assessments that are issued and completed as part of a referral to a Mental Health Service.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS701_CPACareEpisode,Table,Details of the periods of time the person spent on Care Programme Approach.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS702_CPAReview,Table,Details of the Care Programme Approach (CPA) reviews undertaken for the person.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS801_ClusterTool,Table,Details of all clustering tool assessments for all patients.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS802_CodedScoredAssessment,Table,Details of scored assessments that are issued and completed as part of a Clustering Tool assessment.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS803_CareCluster,Table,Details of the Care Cluster resulting from a clustering tool assessment.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS804_FiveForensicPathways,Table,Details of the Five Forensic Pathway grouping allocated to the patient during a Five Forensic Pathway assessment.,Apr 2017 - Ongoing,Apr 2017, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,Master_MHS901_StaffDetails,Table,Details of the staff involved in providing the person's care.,Jan 2016 - Ongoing,Jan 2016, Ongoing,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,MHLDDS_Episodes,Table,"This table has been derived prior to receipt in the NCDR and contains details of mental health episodes. This includes data for the following episode types 5 - REFER, 6 - TEAMEP, 7 - DAYEP, 8 - OPEP, 9 - HBCAREEP, 10- NHSCAREHOMEEP, 11 - PROVSPELL, 12 - INPATEP, 13 - WARDSTAYS, 14 - DELAYEDDISCHARGE, 17 - CCASS, 18 - RCASS, 24 - CPAEP, 27 - CLUSTER, 34 - MHAEVENT, 35 - SCT, 36 - SCTRECALL, 39 - LOA, 40 - AWOL, 41 - HOMELEAVE, 46 - COMMHIST & 47 - CONDISCH.",Apr 2014 - Dec 2015,Apr 2014, Dec 2015,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,MHLDDS_Events,Table,"This table has been derived prior to receipt in the NCDR and contains details of mental health events. This includes data for the following event types 3 - EMP, 4 - ACCOMM, 19 - HCPCONT, 20 - DAYATT, 21 - REV, 22 - PRIMDIAG, 23 - SECDIAG, 26 - MHCT, 28 - HONOS, 29 - HONOS65+, 30 - HONOSCA, 31 - HONOSSECURE, 32 - PHQ-9, 33 - SSASS, 37 - INTERVENTION, 38 - ECT, 42 - SELFHRM, 43 - RESTRAINT, 44 - ASSAULT, 45 - SECLUSION & 49 - HONOS-LD.",Apr 2014 - Dec 2015,Apr 2014, Dec 2015,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,MHLDDS_Records,Table,"This table has been derived prior to receipt in the NCDR and contains details of mental health records, where there has been a valid patient identifier and referral submitted.",Apr 2014 - Dec 2015,Apr 2014, Dec 2015,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,MHMDS_Episodes,Table,"This table has been derived prior to receipt in the NCDR and contains details of mental health episodes. This includes data for the following episode types 5 - REFER, 6 - TEAMEP, 7 - DAYEP, 8 - OPEP, 9 - HBCAREEP, 10- NHSCAREHOMEEP, 11 - PROVSPELL, 12 - INPATEP, 13 - WARDSTAYS, 14 - DELAYEDDISCHARGE, 17 - CCASS, 18 - RCASS, 24 - CPAEP, 27 - CLUSTER, 34 - MHAEVENT, 35 - SCT, 36 - SCTRECALL, 39 - LOA, 40 - AWOL, 41 - HOMELEAVE, 46 - COMMHIST & 47 - CONDISCH.",Apr 2013 - Mar 2014,Apr 2013, Mar 2014,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,MHMDS_Events,Table,"This table has been derived prior to receipt in the NCDR and contains details of mental health events. This includes data for the following event types 3 - EMP, 4 - ACCOMM, 19 - HCPCONT, 20 - DAYATT, 21 - REV, 22 - PRIMDIAG, 23 - SECDIAG, 26 - MHCT, 28 - HONOS, 29 - HONOS65+, 30 - HONOSCA, 31 - HONOSSECURE, 32 - PHQ-9, 33 - SSASS, 37 - INTERVENTION, 38 - ECT, 42 - SELFHRM, 43 - RESTRAINT, 44 - ASSAULT, 45 - SECLUSION & 49 - HONOS-LD.",Apr 2013 - Mar 2014,Apr 2013, Mar 2014,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,dbo,MHMDS_Records,Table,"This table has been derived prior to receipt in the NCDR and contains details of mental health records, where there has been a valid patient identifier and referral submitted.",Apr 2013 - Mar 2014,Apr 2013, Mar 2014,http://content.digital.nhs.uk/mhsds,NHS Digital - Mental Health,Nathan Abbotts,11/7/17,,,Monthly,Monthly,Monthly,No
NHSE_Mental_Health,Internal,DataDictionary,Table,Meta data about the database.,N/A,N/A,N/A,,,Nathan Abbotts,11/7/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,,,N/A,An aggregated copy of the SUS+ data. This database is also used to create and store various extracts from the NCDR.,N/A,N/A,N/A,http://content.digital.nhs.uk/sus/susguidance,NHS Digital - SUS+,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,CCGIAF,,N/A,The schema used to store data for the CCG Improvement and Assessment Framework.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,dbo,,N/A,The default schema for the data in the database.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,Data,,N/A,The schema used for the data in the database.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,ETL,,N/A,"The schema used to transform data, it is expected that this logic will be moved further upstream in the future.",N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,Mapping,,N/A,The schema for various mapping/reference/look up tables.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,Staging,,N/A,The schema used for reference data used to adapt/transform the data.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,CubeExtract,,N/A,The schema for the Cube extracts.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,DoHExtract,,N/A,The schema for the Department of Health extracts.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,FPDExtract,,N/A,The schema for the Finance Planning & Delivery extracts.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,NHSDExtract,,N/A,The schema for the NHS Digital extracts.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,NHSIExtract,,N/A,The schema for the NHS Improvement extracts.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,OICExtract,,N/A,The schema for the Operational Information for Commissioners extracts.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,QIPP,,N/A,"The schema for extracts for finance, to support QIPP work.",N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,StandardExtract,,N/A,The schema for the standard extracts (sent to NHS Improvement).,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,N/A,N/A,N/A,N/A
NHSE_SUSPlus_Aggregate,CCGIAF,CCGIAF_104a_Output,Table,The output for the CCG IAF 104a - Injuries from falls in people aged 65 and over.,Jan 2015 - Ongoing,Jan 2015, Ongoing,https://www.england.nhs.uk/commissioning/ccg-assess/iaf/,NHS England - CCG IAF,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,CCGIAF,CCGIAF_106a_Output,Table,The output for the CCG IAF 106a - Inequality in unplanned hospitalisation for chronic ambulatory care sensitive conditions and urgent care sensitive conditions (previously these were separated into 106a and 106b).,Jan 2015 - Ongoing,Jan 2015, Ongoing,https://www.england.nhs.uk/commissioning/ccg-assess/iaf/,NHS England - CCG IAF,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,CCGIAF,CCGIAF_127b_Output,Table,The output for the CCG IAF 127b - Emergency admissions for urgent care sensitive conditions.,Jan 2015 - Ongoing,Jan 2015, Ongoing,https://www.england.nhs.uk/commissioning/ccg-assess/iaf/,NHS England - CCG IAF,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,CCGIAF,CCGIAF_127f_Output,Table,The output for the CCG IAF 127f - Population use of hospital beds following emergency admission.,Jan 2015 - Ongoing,Jan 2015, Ongoing,https://www.england.nhs.uk/commissioning/ccg-assess/iaf/,NHS England - CCG IAF,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,CCGIAF,QuarterDates,Table,The “control table” that contains the dates and reference tables to be used when deriving the CCG IAF indicators.,N/A,N/A,N/A,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,AE,Table,"The A&E data for all years from 2015/16 to 2017/18, with the ""correct"", same year logic applied.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,AE1516,Table,"The A&E data for 2015/16, with the ""correct"", same year logic applied.",Apr 2015 - Mar 2016,Apr 2015, Mar 2016,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,AE1617,Table,"The A&E data for 2016/17, with the ""correct"", same year logic applied.",Apr 2016 - Mar 2017,Apr 2016, Mar 2017,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,AE1718,Table,"The A&E data for all years from 2015/16 to 2017/18, with the latest logic (2017/18) applied.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,APC,Table,"The APC (spells) data for all years from 2015/16 to 2017/18, with the ""correct"", same year logic applied.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,APC1516,Table,"The APC (spells) data for 2015/16, with the ""correct"", same year logic applied.",Apr 2015 - Mar 2016,Apr 2015, Mar 2016,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,APC1617,Table,"The APC (spells) data for 2016/17, with the ""correct"", same year logic applied.",Apr 2016 - Mar 2017,Apr 2016, Mar 2017,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,APC1718,Table,"The APC (spells) data for all years from 2015/16 to 2017/18, with the latest logic (2017/18) applied.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,OP,Table,"The OP data for all years from 2015/16 to 2017/18, with the ""correct"", same year logic applied.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,OP1516,Table,"The OP data for 2015/16, with the ""correct"", same year logic applied.",Apr 2015 - Mar 2016,Apr 2015, Mar 2016,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,OP1617,Table,"The OP data for 2016/17, with the ""correct"", same year logic applied.",Apr 2016 - Mar 2017,Apr 2016, Mar 2017,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,Data,OP1718,Table,"The OP data for all years from 2015/16 to 2017/18, with the latest logic (2017/18) applied.",Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,ETL,AEAverages,Table,This table is used as a part of the processing to derive provider/national average prices. This table contains details of all of the different average prices that have been derived.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,ETL,AEUncosted,Table,This table is used as a part of the processing to derive provider/national average prices. This table identifies rows that do not have a national tariff applied to them and that also meet the criteria for an average tariff to be applied. This table is cleared out once used.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,ETL,APCSAverages,Table,This table is used as a part of the processing to derive provider/national average prices. This table contains details of all of the different average prices that have been derived.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,ETL,APCSUncosted,Table,This table is used as a part of the processing to derive provider/national average prices. This table identifies rows that do not have a national tariff applied to them and that also meet the criteria for an average tariff to be applied. This table is cleared out once used.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
NHSE_SUSPlus_Aggregate,ETL,OPAverages,Table,This table is used as a part of the processing to derive provider/national average prices. This table contains details of all of the different average prices that have been derived.,Apr 2015 - Ongoing,Apr 2015, Ongoing,,,Nathan Abbotts,12/5/17,,,Monthly,Monthly,Monthly,No
