,Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology ,Data Dictionary Name,Data Dictionary Links,Technical check,Business check
,2038,NHSE_IAPT,IAPT_Referral,IC_COUNT_BEHAVIOURAL_ACTIVATION_SESSIONS_INYEAR,The total number of behaviour activation sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2039,NHSE_IAPT,IAPT_Referral,IC_COUNT_CBT_SESSIONS_INYEAR,The total number of Cognitive Behavioural Therapy (CBT) sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2040,NHSE_IAPT,IAPT_Referral,IC_COUNT_IPT_SESSIONS_INYEAR,The total number of Interpersonal Psychotherapy (IPT) sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2041,NHSE_IAPT,IAPT_Referral,IC_COUNT_COUNSELLING_SESSIONS_INYEAR,The total number of counselling sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2042,NHSE_IAPT,IAPT_Referral,IC_COUNT_COUPLES_THERAPY_SESSIONS_INYEAR,The total number of couples therapy sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2043,NHSE_IAPT,IAPT_Referral,IC_COUNT_DYNAMIC_THERAPY_SESSIONS_INYEAR,The total number of dynamic therapy sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2044,NHSE_IAPT,IAPT_Referral,IC_COUNT_OTHER_LI_INYEAR,The total number of other low intensity therapy sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2045,NHSE_IAPT,IAPT_Referral,IC_COUNT_OTHER_HI_INYEAR,The total number of other high intensity therapy sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2046,NHSE_IAPT,IAPT_Referral,IC_COUNT_NOT_SPECIFIED_INYEAR,The total number of not specified therapy sessions for IAPT within a referral within the year.,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2047,NHSE_IAPT,IAPT_Referral,IC_AM,Indicates the anxiety measure used.,varchar(25),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2048,NHSE_IAPT,IAPT_Referral,IC_FIRST_AM_SCORE,First anxiety measure score ,decimal,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",,,ZA & AH,SS
,2049,NHSE_IAPT,IAPT_Referral,IC_LAST_AM_SCORE,Provides the last score for the appropriate anxiety measure.,decimal,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",,,ZA & AH,SS
,2050,NHSE_IAPT,IAPT_Referral,IC_COUNT_DISTINCT_THERAPY_TYPES,The total number of different therapy types one person has had in the course of their referral.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2051,NHSE_IAPT,IAPT_Referral,IC_COUNT_TREATMENT_APPOINTMENTS,The total number of treatment appointments received in the referral.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2052,NHSE_IAPT,IAPT_Referral,IC_COUNT_TREATMENT_APPOINTMENTS_INYEAR,The total number of treatment appointments received in the referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2053,NHSE_IAPT,IAPT_Referral,IC_COUNT_APPOINTMENTS,The total number of attended appointments of any type in the referral.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is the count of appointments that the patient attended during that specific patient pathway.",,,ZA & AH,SS
,2054,NHSE_IAPT,IAPT_Referral,IC_COUNT_APPOINTMENTS_INYEAR,The total number of appointments of any type in the referral in the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2055,NHSE_IAPT,IAPT_Referral,IC_COMPLETED_TREATMENT_FLAG,Flag indicating treatment has been completed for the referral.,varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Where there is an end date for the referral,and there are two or more appointments the flag is 'Y' (Yes), if not it is NULL.",,,ZA & AH,SS
,2056,NHSE_IAPT,IAPT_Referral,IC_LAST_THERAPY_TYPE,The therapy type recorded for the last treatment appointment.,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2057,NHSE_IAPT,IAPT_Referral,IC_RECOVERY_FLAG,Flag to indicate whether the referred patient has recovered.,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2058,NHSE_IAPT,IAPT_Referral,IC_RELIABLE_IMPROV_FLAG,Flag to indicate whether the referral has met the criteria for reliable improvement. Patients are classed as having shown reliable improvement if they show a reliable decrease in their anxiety or depression score between the first and last measurement,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2059,NHSE_IAPT,IAPT_Referral,IC_RELIABLE_DETER_FLAG,Flag to indicate whether the referral has met the criteria for reliable deterioration. Patients are classed as having shown reliable deterioration if they show a reliable increase in anxiety or depression score between the first and last measurement.,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2060,NHSE_IAPT,IAPT_Referral,IC_NO_CHANGE_FLAG,Flag to indicate whether the referral has met the criteria for no change in recovery status.,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2061,NHSE_IAPT,IAPT_Referral,IC_NOT_CASENESS_FLAG,Flag to indicate whether the referral was not at caseness at first assessment.,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2062,NHSE_IAPT,IAPT_Referral,IC_CASENESS_FLAG,Flag to indicate whether the referral was at caseness at first assessment ,varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2063,NHSE_IAPT,IAPT_Referral,IC_FIRST_PHQ,"The first outcome score for the Patient Health Questionnaire-9 (PHQ9), taken from the first appointment in the referral period.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived by taking the first result of the Patient Health Questionnaire-9 (PHQ9) for each patient pathway, only including appointments that the patient attended that were not follow-up appointments after treatment end.",,,ZA & AH,SS
,2064,NHSE_IAPT,IAPT_Referral,IC_LAST_PHQ,"The last outcome score for the Patient Health Questionnaire (PHQ), taken from the last appointment in the referral period.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",,,ZA & AH,SS
,2065,NHSE_IAPT,IAPT_Referral,IC_FIRST_WASAS,First score work and social adjustment scale score (derived),int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",,,ZA & AH,SS
,2066,NHSE_IAPT,IAPT_Referral,IC_LAST_WASAS,"The last outcome score for the Work and Social Adjustment Scale (WSAS), taken from the last appointment in the referral period.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
",,,ZA & AH,SS
,2067,NHSE_IAPT,IAPT_Referral,IC_FIRST_SOCIAL_PHOBIA,"The first outcome score for the social phobia questionnaire (SOCPHOBIASCORE), taken from the first appointment in the referral period.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2068,NHSE_IAPT,IAPT_Referral,IC_LAST_SOCIAL_PHOBIA,"The last outcome score for the social phobia questionnaire (SOCPHOBIASCORE), taken from the last appointment in the referral period.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2069,NHSE_IAPT,IAPT_Referral,IC_ADSM,Anxiety Disorder Specific Measure (ADSM) result for the patient,varchar(25),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Determines the Anxiety Disorder Specific Measure (ADSM) assigned to the record according to the responses to the Agoraphobia Mobility Inventory 'When Accompanied (A), Social Phobia Inventory (S), Obsessive Compulsive Disorder Inventory (O), Post Traumatic Stress Disorder (P) and Anxiety Inventory assessment questionnaires (A) and the Provisional Diagnosis code'. Can also show 'G' which means 'GAD-7' (Generalised Anxiety Disorder).",,,ZA & AH,SS
,2070,NHSE_IAPT,IAPT_Referral,IC_FIRST_ADSM_SCORE,Provides the first score for the appropriate Anxiety Disorder Specific Measure (ADSM).,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Depending upon the IC_ADSM result, takes the first score from the relevant questionnaire, e.g. if IC_ADSM is 'O', this will show the first score received for the Obsessive Compulsive Disorder Inventory Questionnaire.",,,ZA & AH,SS
,2071,NHSE_IAPT,IAPT_Referral,IC_LAST_ADSM_SCORE,Provides the last score for the appropriate Anxiety Disorder Specific Measure (ADSM).,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Depending upon the IC_ADSM result, takes the last score from the relevant questionnaire, e.g. if IC_ADSM is 'O', this will show the last score received for the Obsessive Compulsive Disorder Inventory Questionnaire.",,,ZA & AH,SS
,2072,NHSE_IAPT,IAPT_Referral,IC_COUNT_STRUCTURED_EXERCISE_SESSIONS,The total number of structured exercise sessions received in the referral.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2073,NHSE_IAPT,IAPT_Referral,IC_COUNT_OTHER_SESSIONS,The total number of other therapy sessions for IAPT within a referral.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2074,NHSE_IAPT,IAPT_Referral,IC_COUNT_COLLABRATIVE_CARE_SESSIONS,The total number of collaborative care sessions for IAPT within a referral.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2075,NHSE_IAPT,IAPT_Referral,IC_COUNT_STRUCTURED_EXERCISE_SESSIONS_INYEAR,The total number of structured exercise sessions received in the referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2076,NHSE_IAPT,IAPT_Referral,IC_COUNT_OTHER_SESSIONS_INYEAR,The total number of other therapy sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2077,NHSE_IAPT,IAPT_Referral,IC_COUNT_COLLABRATIVE_CARE_SESSIONS_INYEAR,The total number of collaborative care sessions for IAPT within a referral within the year.,int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2078,NHSE_IAPT,IAPT_Referral,DSCROCode1,Used to identify the DSCRO (Data Services for Commissioners Regional Office) processing the data that support the information needs of commissioners with the provision of appropriate data controls. Used internally for data processing,varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2079,NHSE_IAPT,IAPT_Referral,DSCROCode2,Used to identify the DSCRO (Data Services for Commissioners Regional Office) processing the data that support the information needs of commissioners with the provision of appropriate data controls. Used internally for data processing,varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.",,,ZA & AH,SS
,2080,NHSE_IAPT,IAPT_Referral,Der_Financial_Year,"Financial year of the activity, e.g. 2013/14, 2014/15 etc. ",varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The Der_Financial_Year column has been added to aid the split of financial year data and derived from the file information for that specific year.",,,ZA & AH,SS
,2081,NHSE_IAPT,Referral_v15,REFERRAL_ID,A sequential number allocated to uniquely identify a referral record in the reporting period.,bigint,No,,,,,
,2082,NHSE_IAPT,Referral_v15,IC_PATHWAY_ID,"An identifier, which together with the ORGANISATION CODE / ORGANISATION IDENTIFIER of the issuer, uniquely identifies a PATIENT PATHWAY.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Incremental value assigned to new SERVICEID and IAPT_PERSON_ID combinations. If such a combination has been received in a previous reporting period the record is assigned the same IC_PATHWAY_ID value.",,,,
,2083,NHSE_IAPT,Referral_v15,IAPT_RECORD_NUMBER,Record number is a sequential number allocated to uniquely identify a person and provider combination within each month's submission.,varchar(16),No,,,,,
,2084,NHSE_IAPT,Referral_v15,IAPT_PERSON_ID,A pseudonymised unique patient identifier (NHS number being patient identifiable) to enable linkage across IAPT tables.,varchar(20),No,,,,,
,2085,NHSE_IAPT,Referral_v15,OrgCodeProvider,"Organisation Code (Code of Provider) is the same as the attribute Organisation Code.
This is the Organisation Code of the organisation acting as a Health Care Provider.",varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?query=Organisation%20code%20(Code%20of%20provider)&rank=100&shownav=1,,
