Definition ID,Database,Table,Schema,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Checked,Business check,RK 2
1134,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_Error_Message,Error messages as produced by the 2013/14 Local Payment HRG Grouper.,varchar(1000),Yes,"The record is run through the HRG grouper for the relevant year, and the first 1,000 characters of the Error_Message field are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1158,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_Error_Message,Error messages as produced by the 2014/15 Local Payment HRG Grouper.,varchar(1000),Yes,"The record is run through the HRG grouper for the relevant year, and the first 1,000 characters of the Error_Message field are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1184,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_Error_Message,Error messages as produced by the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(1000),Yes,"The record is run through the HRG grouper for the relevant year, and the first 1,000 characters of the Error_Message field are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1201,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_PreGrp_Exc_Reason,"Reason as to why the episode has not been grouped using the 2016/17 Local Payment HRG Grouper, e.g. '=' Sign Convention, Well Babies etc.",varchar(50),Yes,"The record is run through the HRG grouper for the relevant year, and the first 50 characters of the Exclusion_Reason are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,
1126,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_Group_Status,Indication as to whether the episode has been grouped using the 2013/14 Local Payment HRG Grouper.,varchar(3),Yes,"The record is run through the HRG grouper for the relevant year, and the Record_Type is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1150,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_Group_Status,Indication as to whether the episode has been grouped using the 2014/15 Local Payment HRG Grouper.,varchar(3),Yes,"The record is run through the HRG grouper for the relevant year, and the Record_Type is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1176,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_Group_Status,Indication as to whether the episode has been grouped using the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(3),Yes,"The record is run through the HRG grouper for the relevant year, and the Record_Type is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1202,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_HRG,The episode HRG produced by the 2016/17 Local Payment HRG Grouper.,varchar(5),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_HRG is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,
1130,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_Grouping_Method_Flag,The grouping method used for the spell as produced by the 2013/14 Local Payment HRG Grouper.,varchar(1),Yes,"The grouping method used by the 2013/14 Local Payment HRG Grouper for the spell.  Will either be 'P' (Procedure Driven), 'D' (Diagnosis Driven), 'M' (Multiple Trauma), 'G' (Global Exception),  or null.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1154,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_Grouping_Method_Flag,The grouping method used for the spell as produced by the 2014/15 Local Payment HRG Grouper.,varchar(1),Yes,"The grouping method used by the 2014/15 Local Payment HRG Grouper for the spell.  Will either be 'P' (Procedure Driven), 'D' (Diagnosis Driven), 'M' (Multiple Trauma), 'G' (Global Exception),  or null.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1180,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_Grouping_Method_Flag,The grouping method used for the spell as produced by the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(1),Yes,"The grouping method used by the 2014/15 (DTR) and 2015/16 (ETO) Local Payment HRG Grouper for the spell.  Will either be 'P' (Procedure Driven), 'D' (Diagnosis Driven), 'M' (Multiple Trauma), 'G' (Global Exception),  or null.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1203,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_PBC,The episode Programme Budgeting Category (PBC) code produced by the 2016/17 Local Payment HRG Grouper.,varchar(20),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_PBC is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,
1128,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_HRG,The episode HRG produced by the 2013/14 Local Payment HRG Grouper.,varchar(5),YES,"The record is run through the HRG grouper for the relevant year, and the FCE_HRG is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1152,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_HRG,The episode HRG produced by the 2014/15 Local Payment HRG Grouper.,varchar(5),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_HRG is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1178,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_HRG,The episode HRG produced by the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(5),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_HRG is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1204,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_Grouping_Method_Flag,The grouping method used for the spell as produced by the 2016/17 Local Payment HRG Grouper.,varchar(1),Yes,"The grouping method used by the 2016/17 Local Payment HRG Grouper for the spell.  Will either be 'P' (Procedure Driven), 'D' (Diagnosis Driven), 'M' (Multiple Trauma), 'G' (Global Exception),  or null.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,
1129,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_PBC,The episode Programme Budgeting Category (PBC) code produced by the 2013/14 Local Payment HRG Grouper.,varchar(20),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_PBC is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1153,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_PBC,The episode Programme Budgeting Category (PBC) code produced by the 2014/15 Local Payment HRG Grouper.,varchar(20),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_PBC is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1179,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_PBC,The episode Programme Budgeting Category (PBC) code produced by the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(20),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_PBC is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1205,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_Dominant_Procedure,"The dominant procedure used for procedure based grouping, as produced by the 2016/17 Local Payment HRG Grouper.",varchar(20),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_Dominant_Procedure is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,"you're right, my mistake!"
1127,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_PreGrp_Exc_Reason,"Reason as to why the episode has not been grouped using the 2013/14 Local Payment HRG Grouper, e.g. '=' Sign Convention, Well Babies etc.",varchar(50),Yes,"The record is run through the HRG grouper for the relevant year, and the first 50 characters of the Exclusion_Reason are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1151,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_PreGrp_Exc_Reason,"Reason as to why the episode has not been grouped using the 2014/15 Local Payment HRG Grouper, e.g. '=' Sign Convention, Well Babies etc.",varchar(50),Yes,"The record is run through the HRG grouper for the relevant year, and the first 50 characters of the Exclusion_Reason are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1177,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_PreGrp_Exc_Reason,"Reason as to why the episode has not been grouped using the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper, e.g. '=' Sign Convention, Well Babies etc.",varchar(50),Yes,"The record is run through the HRG grouper for the relevant year, and the first 50 characters of the Exclusion_Reason are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1206,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_Unbundled_HRGs,Unbundled HRGs as produced by the 2016/17 Local Payment HRG Grouper.,varchar(250),Yes,"The record is run through the HRG grouper for the relevant year, and the UnbundledHRGs field is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,
1132,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_Unbundled_HRGs,Unbundled HRGs as produced by the 2013/14 Local Payment HRG Grouper.,varchar(250),Yes,"The record is run through the HRG grouper for the relevant year, and the UnbundledHRGs field is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1156,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_Unbundled_HRGs,Unbundled HRGs as produced by the 2014/15 Local Payment HRG Grouper.,varchar(250),Yes,"The record is run through the HRG grouper for the relevant year, and the UnbundledHRGs field is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1182,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_Unbundled_HRGs,Unbundled HRGs as produced by the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(250),Yes,"The record is run through the HRG grouper for the relevant year, and the UnbundledHRGs field is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1207,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_Unbundled_HRGs_Count,A count of the number of unbundled HRGs in the episode.,int,Yes,"The record is run through the HRG grouper for the relevant year, and the count of unbundles HRGs is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,
1133,NHSE_SEM_Live,tbl_Data_SEM_APCE_1314_Der,dbo,FCE_Unbundled_HRGs_Count,A count of the number of unbundled HRGs in the episode.,int,Yes,"The record is run through the HRG grouper for the relevant year, and the count of unbundles HRGs is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/2580/HRG4-201314-Local-Payment-Grouper",,,RK,AP,
1157,NHSE_SEM_Live,tbl_Data_SEM_APCE_1415_Der,dbo,FCE_Unbundled_HRGs_Count,A count of the number of unbundled HRGs in the episode.,int,Yes,"The record is run through the HRG grouper for the relevant year, and the count of unbundles HRGs is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper",,,RK,AP,
1183,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,FCE_Unbundled_HRGs_Count,A count of the number of unbundled HRGs in the episode.,int,Yes,"The record is run through the HRG grouper for the relevant year, and the count of unbundles HRGs is taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/3938/HRG4-201415-Payment-Grouper
http://content.digital.nhs.uk/article/6103/HRG4-201516-Local-Payment-Grouper",,,RK,AP,
1208,NHSE_SEM_Live,tbl_Data_SEM_APCE_1617_Der,dbo,FCE_Error_Message,Error messages as produced by the 2016/17 Local Payment HRG Grouper.,varchar(1000),Yes,"The record is run through the HRG grouper for the relevant year, and the first 1,000 characters of the Error_Message field are taken from the output table.
For full details of the HRG Grouper, see NHS Digital's documentation:
http://content.digital.nhs.uk/article/7052/HRG4-201617-Local-Payment-Grouper",,,RK,AP,
74,NHSE_SEM_Live,tbl_Data_SEM_AEA_1314_Der,dbo,National_POD_Code,National Point of Delivery code.,varchar(20),Yes,Always set as 'AE' in the tbl_Data_SEM_AEA* tables.,,,RK,AP,
93,NHSE_SEM_Live,tbl_Data_SEM_AEA_1415_Der,dbo,National_POD_Code,National Point of Delivery code.,varchar(20),Yes,Always set as 'AE' in the tbl_Data_SEM_AEA* tables.,,,RK,AP,
114,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,National_POD_Code,National Point of Delivery code.,varchar(20),Yes,Always set as 'AE' in the tbl_Data_SEM_AEA* tables.,,,RK,AP,
119,NHSE_SEM_Live,tbl_Data_SEM_AEA_1617_Der,dbo,Quality_Error_Message,Error messages as produced by the 2016/17 Local Payment HRG Grouper.,varchar(1000),Yes,Displays any Error_Message that has occurred due to the data breaking validation rules in the HRG Grouper.,,,RK,AP,
